vacancy_id,name,city,company,salary_from,salary_to,currency,description,requirements,responsibilities,experience,url
128420332,Администратор школы танцев,Алматы,ДЭНСЛАЙКЕР,150000.0,300000.0,KZT,"В филиал школы танцев Danceliker требуется администратор;) Школа специализируется на танцах: Сальса и Бачата. 11 лет на рынке танцевальных услуг. Новая стильная и современная студия по адресу: Абая, 115 (уг. Абая/Ауэзова).   Требования:   - знание русского и казахского языков - превосходные коммуникабельные данные, умение и желание работать с людьми   - умение работать в режиме многозадачности - ответственность, внимательность, пунктуальность   - грамотная речь и письмо - умение работать в команде   - опыт в продажах приветствуется   Обязанности: - учёт клиентов в Google таблицах - работа с заявками (звонки и смс, приглашение на занятия) - входящие звонки - встреча клиентов - работа с клиентами (продажи абонементов, товаров магазина студии и дополнительных услуг) - координация преподавателей, контроль расписания занятий - работа с кассовым аппаратом - контроль чистоты студии, наличия хозяйственных средств - фото и видеосъёмка резюме танцевальных занятий       Условия:  График 1/1 или 2/2. Время работы с 18:00-22:30 в будни, в выходные выход в дневные часы. Оплата: 1 час/ 1000 тенге + % с продаж абонементов, товаров и услуг студии. Выплаты без задержек.","Коммуникабельность, Прямые продажи, Организаторские навыки, Телефонные переговоры, Навыки продаж","- учёт клиентов в google таблицах - работа с заявками (звонки и смс, приглашение на занятия) - входящие звонки - встреча клиентов - работа с клиентами (продажи абонементов, товаров магазина студии и дополнительных услуг) - координация преподавателей, контроль расписания занятий - работа с кассовым аппаратом - контроль чистоты студии, наличия хозяйственных средств - фото и видеосъёмка резюме танцевальных занятий       условия:  график 1/1 или 2/2. время работы с 18:00-22:30 в будни, в выходные выход в дневные часы. оплата: 1 час/ 1000 тенге + % с продаж абонементов, товаров и услуг студии. выплаты без задержек.",Нет опыта,https://hh.ru/vacancy/128420332
127750725,Официант в караоке,Алматы,КВИНТЕТ УМ,600000.0,1100000.0,KZT,"Требуется официант с опытом работы в караоке       Требования: Грамотная речь (русский и казахский)   Знание стандартов сервиса и умение продавать   Желание работать и обучаться   Презентабельный внешний вид       Условия:   График работы ночной 2/2, возможна подмога по пятницам и субботам   Служебное питание   Своевременная выдача заработной платы 2 раза в месяц","грамотная речь (русский и казахский)   знание стандартов сервиса и умение продавать   желание работать и обучаться   презентабельный внешний вид       условия:   график работы ночной 2/2, возможна подмога по пятницам и субботам   служебное питание   своевременная выдача заработной платы 2 раза в месяц",,От 1 года до 3 лет,https://hh.ru/vacancy/127750725
128692536,Административный сотрудник в военный офис Посольства Республики Корея в РК,Астана,Посольство Республики Корея в Республике Казахстан,1400.0,,USD,"Вакансия на позицию эксперта по административным делам (с обязанностями водителя по совместительству) в военный офис Посольства Республики Корея в Республике Казахстан   Военный офис Посольства Республики Корея в Республике Казахстан приглашает заинтересованных подать заявку на вакантную должность эксперта по административным делам до 16 декабря 2025 г.   Обязанности:   - Поддержка деятельности Военного атташе;   - Обеспечение управления служебным автомобилем военного офиса;   - Координация и организация мероприятий и работы согласно протокола военного офиса;   - Оперативная поддержка в административных делах (интернет-банкинг, составление дипломатических нот и официальных писем др.);   - Выполнение прочих задач, необходимых для работы военного офиса и Посольства   Требования: - Лица, не имеющие дисквалификацию по статье 9 «Правил административного персонала в представительствах за рубежом (Инструкция Министерства иностранных дел Республики Корея);   - Наличие навыков владения компьютерными программами (Word, Excel, PowerPoint и т. д.);   - Водительский стаж не менее 3 лет;   - Степень бакалавра (или выше) со знаниями и специализацией в смежных областях, а также наличие опыта работы – являются преимуществом;   - Владеющий английским, русским и казахским языками на продвинутом уровне.   - Владение корейским языком (или наличие сертификата TOPIK 5уровень) являются преимуществом.   Условия:   Заработная плата: 1,400 долл. США (окончательно после согласования Министерства Обороны)   - Оплата труда за сверхурочную работу (в соответствии с внутренними правилами Посольства)   Премия: 100% от ежемесячной заработной платы (один раз в год)   Прочее: Применение «Норм управления административным персоналом в представительствах за рубежом» Министерства Обороны Республики Корея   4. Процедура отбора:    1 этап:  Рассмотрение предоставленных документов (кандидаты, прошедшие 1 этап, будут уведомлены о дате собеседования);   2 этап:  Собеседование(оффлайн) и письменный тест (перевод кор.-рус./каз., рус./каз.-кор., англ.-кор.);   ※  Предварительная дата собеседования и письменного теста 18, 19 декабря 2025 г.   3 этап:  Уведомление о принятии на работу после проверки на отсутствие/наличие судимости кандидата, прошедшего 2 этап.   5. Список документов:    ※  Необходимо отсканировать и отправить нижеуказанные документы на электронную почту (адрес эл.почты указан в разделе контактная информация)   - Резюме и автобиография (обязательно указать адрес эл.почты и номер телефона), рекомендательное письмо при наличии;   ※  Автобиография   (свободный формат, по 1 экземпляру на английском и русском языках, и на корейском, если это возможно) ;   - Международные языковые сертификаты (TOPIK, IELTS·TOEFL·TOEIC, TORFL);   - При наличии приложить прочие квалификационные сертификаты либо документы, подтверждающие трудовой стаж;   - Диплом последнего высшего учебного заведения с приложением.   6. Способ и сроки подачи документов (по почте и факсу не принимаются):   - Отправить документы по электронной почте;   ※ Отсканировать документы и отправить их по электронной почте. Оригиналы необходимо предоставить при подтверждении приема на работу.   - В теме письма указать следующее:  "" 일반직     무관부   행정직원   지원 ( 지원자   성명   ф.и.о.)"";   - Срок подачи: до 16.12.2025.(четверг) 24:00;   - В случае возникновения вопросов обращаться по телефону;   - Предполагаемая дата начала работы: середина января 2026. (окончательная дата будет утверждена позже)   7. Примечание:    - Сроки отбора могут варьироваться в зависимости от ситуации. О результатах отбора будут уведомлены лишь кандидаты, успешно прошедшие тот или иной этап рассмотрения;   - Предоставленные документы не возвращаются. Решение о найме может быть аннулировано, в случае если содержание представленных документов отличается от фактов;   - В случае, если в результате проверки наличия/отсутствия судимости или медицинского осмотра будет установлено, что кандидат не соответствует внутренним критериям, решение о принятии на работу будет аннулировано;   - В случае несоответствия квалификационным требованиям кандидатов, конкурс для приема на работу может быть отменен;   - Необходимо указать контактную информацию в заявке. Ответственность за ошибки или упущения в личных данных, полностью ложатся на кандидата.","- лица, не имеющие дисквалификацию по статье 9 «правил административного персонала в представительствах за рубежом (инструкция министерства иностранных дел республики корея);   - наличие навыков владения компьютерными программами (word, excel, powerpoint и т. д.);   - водительский стаж не менее 3 лет;   - степень бакалавра (или выше) со знаниями и специализацией в смежных областях, а также наличие опыта работы – являются преимуществом;   - владеющий английским, русским и казахским языками на продвинутом уровне.   - владение корейским языком (или наличие сертификата topik 5уровень) являются преимуществом.   условия:   заработная плата: 1,400 долл. сша (окончательно после согласования министерства обороны)   - оплата труда за сверхурочную работу (в соответствии с внутренними правилами посол","- поддержка деятельности военного атташе;   - обеспечение управления служебным автомобилем военного офиса;   - координация и организация мероприятий и работы согласно протокола военного офиса;   - оперативная поддержка в административных делах (интернет-банкинг, составление дипломатических нот и официальных писем др.);   - выполнение прочих задач, необходимых для работы военного офиса и посольства   требования: - лица, не имеющие дисквалификацию по статье 9 «правил административного персонала в представительствах за рубежом (инструкция министерства иностранных дел республики корея);   - наличие навыков владения компьютерными программами (word, excel, powerpoint и т. д.);   - водительский стаж не менее 3 лет;   - степень бакалавра (или выше) со знаниями и специализацией в смежных областя",От 1 года до 3 лет,https://hh.ru/vacancy/128692536
123988091,Директор в ресторан KFC (Кокшетау),Кокшетау,Caspian International Restaurants company,330000.0,,KZT,"Компания Американа  представляет на территории Казахстана всемирно известные Бренды сетей быстрого питания  KFC, Hardee's, Pizza Hut и кофеен Costa Coffee, Krispy Kreme.   Мы предоставляем каждому сотруднику возможности для карьерного роста. Наша корпоративная культура основывается на принципах открытости и многообразия. Это то, во что мы верим, чем живем и дышим в Американа.   Мы ищем лучших из лучших. Это ваш шанс стать частью компании и внести вклад в развитие всемирно-известных и всеми любимых брендов.   Чем ты будешь заниматься:     Управление операционной деятельностью ресторана;   Обеспечение  максимального увеличения продаж , прибыли и производительности;   Соблюдение  стандартов компании, поддержание высокого уровня качества продукции  и обслуживания клиентов;   Контроль  движения денежных и материальных средств, инвентаризация ;   Работа с персоналом  (прием, адаптация, обучение, оценка работы);   Подготовка ежедневной, еженедельной и ежемесячной  отчетности .         Что мы хотим в тебе видеть:     Высшее или средне-специальное образование ;   Опыт работы на аналогичной должности  не менее 2 лет ;   Свободное знание английского языка приветствуется;   Коммуникабельность, организаторские способности;   Ориентация на результат, гибкость и  стрессоустойчивость .   Готовность к обучению в г. Астана 3 месяцев (жилье предоставляется, в период обучения официальное трудоустройство, оплачивается заработная плата)         Наши условия:     Оформление в соответствии с трудовым законодательством РК;   Стабильная заработная плата и бонусы от продаж ресторана;   График работы  5/2 сменный ;   Предоставляем  Бесплатное служебное питание и Фирменная униформа;   Бесплатное обучение по международным стандартам;   Возможность  карьерного роста в большой международной компании;   График работы сменный с 8:00 до 02:00 (8-ми часовая смена) Оставляй свой отклик, и мы НЕПРЕМЕННО с вами свяжемся!","Общественное питание, Управление командой",,От 3 до 6 лет,https://hh.ru/vacancy/123988091
126733980,"Кассир (Гранд парк, Кабдолла 1)",Алматы,"“QSR” ,ТМ BURGER KING",,,,"Привет!   Предлагаем тебе рассмотреть нашу вакансию, которая идеально подойдет для подработки, первого места работы а также у тебя будет возможность совмещать работу с учебой либо другой работой!    Всему необходимому тебя научат наши профессиональные тренера.        Мы предлагаем:     Обучение по международным стандартам   Гибкий график (5/2 или 2/2 . Есть 8 часовой рабочий день и 5 часовой рабочий день)   Для ночной смены есть развозка;   Имеется ночная развозка;   Бесплатный обед;   Часовая оплата труда (выплата заработной платы производится один раз в месяц на банковскую карточку);   Дружный коллектив;   Имеется корпоративное такси.     BURGER KING® дает тебе возможность раскрыть свои способности, и кто знает, какие свои новые таланты ты обнаружишь по пути наверх. Мы ждем Тебя!","Клиентоориентированность, Стрессоустойчивость",,Нет опыта,https://hh.ru/vacancy/126733980
128055627,Мойщик ковров,Караганда,АНУАРОВ З.,13000.0,13000.0,KZT,"Обязанности:   Помощник роторщика по стирке ковров 13000   Требования:   Следовать процессу       Условия:   Время работы в целом 6-9 часов   Есть возможность совмещать есл им есть сменщик 2/2, или рассмотрим другие варианты           Требуется мойщики Ковров на турецком оборудовании,","следовать процессу       условия:   время работы в целом 6-9 часов   есть возможность совмещать есл им есть сменщик 2/2, или рассмотрим другие варианты           требуется мойщики ковров на турецком оборудовании,","помощник роторщика по стирке ковров 13000   требования:   следовать процессу       условия:   время работы в целом 6-9 часов   есть возможность совмещать есл им есть сменщик 2/2, или рассмотрим другие варианты           требуется мойщики ковров на турецком оборудовании,",Нет опыта,https://hh.ru/vacancy/128055627
128671132,Бухгалтер,Караганда,Кардимед,,700000.0,KZT,"Вакансия: Бухгалтер в медицинский центр    Стабильно развивающийся медицинский центр приглашает в команду  Бухгалтера  с опытом работы.   Обязанности:     Ведение бухгалтерского и налогового учета согласно законодательству РК;   Подготовка и сдача бухгалтерской, налоговой и статистической отчетности;   Работа с ФОМС (Фондом обязательного медицинского страхования) и медицинскими учреждениями;   Работа с кассой, банковскими платежами, авансовыми отчетами;   Взаимодействие с внешними органами;   Подготовка отчетов.     Требования:     Высшее бухгалтерское/экономическое образование;   Опыт работы бухгалтером; (опыт работы в медицине желателен, но не обязателен. Главное - чтобы было желание, всему необходимому научат опытные коллеги со стажем).   Знание налогового законодательства, правил ведения бухгалтерского учёта;   Навыки работы с 1С Бухгалтерия, Кабинет налогоплательщика;   Опыт участия в тендерах ФОМС будет преимуществом (не обязателен);   Внимательность, ответственность, умение работать с большим объемом данных, стрессоустойчивость, оперативность.     Мы предлагаем:     Работа в стабильном медицинском центре;   Заработная плата – 700 000 тг (Примечание: обсуждается с каждым кандидатом индивидуально в зависимости от опыта);   Официальное трудоустройство;   Возможность профессионального роста.","1С: Предприятие 8, 1С: Бухгалтерия, 1С: Документооборот","ведение бухгалтерского и налогового учета согласно законодательству рк;   подготовка и сдача бухгалтерской, налоговой и статистической отчетности;   работа с фомс (фондом обязательного медицинского страхования) и медицинскими учреждениями;   работа с кассой, банковскими платежами, авансовыми отчетами;   взаимодействие с внешними органами;   подготовка отчетов.     требования:     высшее бухгалтерское/экономическое образование;   опыт работы бухгалтером; (опыт работы в медицине желателен, но не обязателен. главное - чтобы было желание, всему необходимому научат опытные коллеги со стажем).   знание налогового законодательства, правил ведения бухгалтерского учёта;   навыки работы с 1с бухгалтерия, кабинет налогоплательщика;   опыт участия в тендерах фомс будет преимуществом (не обязателе",От 1 года до 3 лет,https://hh.ru/vacancy/128671132
128588446,Водитель,Актау,Джаканова,350000.0,500000.0,KZT,"*В ОФИС ТРЕБУЕТСЯ ВОДИТЕЛЬ*   *Требования:* – Наличие водительских прав категории B – Стаж вождения от 2 лет – Ответственность, пунктуальность – Аккуратность и вежливость – Знание города (желательно)   *Обязанности:* – Доставка сотрудников по рабочим вопросам – Выполнение офисных поручений – Контроль за техническим состоянием авто – Поддержание чистоты и порядка в автомобиле   *Условия:* – График: 5/2, возможно по договоренности – Работа в стабильной компании – Официальное оформление (по согласованию)","* – наличие водительских прав категории b – стаж вождения от 2 лет – ответственность, пунктуальность – аккуратность и вежливость – знание города (желательно)   *обязанности:* – доставка сотрудников по рабочим вопросам – выполнение офисных поручений – контроль за техническим состоянием авто – поддержание чистоты и порядка в автомобиле   *условия:* – график: 5/2, возможно по договоренности – работа в стабильной компании – официальное оформление (по согласованию)","* – доставка сотрудников по рабочим вопросам – выполнение офисных поручений – контроль за техническим состоянием авто – поддержание чистоты и порядка в автомобиле   *условия:* – график: 5/2, возможно по договоренности – работа в стабильной компании – официальное оформление (по согласованию)",От 1 года до 3 лет,https://hh.ru/vacancy/128588446
127909929,Специалист по подготовке отчетов,Астана,Rocket Study inc,,100000.0,KZT,"Срок работы:  10 дней (проектная занятость) -  c 26.11.2025 по 05.12.2025 г.   График работы:  ежедневно с 10:00 до 19:00, обед с 13:00 до 14:00.   Обязанности:       Подготовка отчетов на основе исходных данных из Excel       Обработка и структурирование информации       Формирование статистики и сводных таблиц       Работа с Excel, Word, PDF       Подготовка файлов, форматирование и проверка корректности данных       Взаимодействие с командой и поддержка в операционных задачах       Требования:       Уверенное владение Excel (сводные таблицы, формулы, базовая аналитика)       Умение работать с документами Word и PDF       Внимательность к деталям       Аккуратность и способность быстро погружаться в задачу       Желательно (не обязательно) - опыт подготовки отчетности или аналитики       Мы предлагаем:       Оплата 100 000 тенге на руки за 10 дней       Офис в удобной локации — EXPO, блок C3.5       Дружелюбную команду и четкие задачи","MS Excel, MS Word, Подготовка отчетов, Анализ данных, Работа с большим объемом информации","подготовка отчетов на основе исходных данных из excel       обработка и структурирование информации       формирование статистики и сводных таблиц       работа с excel, word, pdf       подготовка файлов, форматирование и проверка корректности данных       взаимодействие с командой и поддержка в операционных задачах       требования:       уверенное владение excel (сводные таблицы, формулы, базовая аналитика)       умение работать с документами word и pdf       внимательность к деталям       аккуратность и способность быстро погружаться в задачу       желательно (не обязательно) - опыт подготовки отчетности или аналитики       мы предлагаем:       оплата 100 000 тенге на руки за 10 дней       офис в удобной локации — expo, блок c3.5       дружелюбную команду и четкие задачи",Нет опыта,https://hh.ru/vacancy/127909929
128751863,Водитель,Астана,LSP Associates,350000.0,,KZT,"Обязанности:   Семейный-офисный водитель       Сопровождение членов семьи по ежедневным маршрутам (детский сад/школа, кружки, медицинские учреждения, поездки по делам).       Выполнение личных поручений (поездки в магазины, аптеки и др.).       Поддержание автомобиля в чистоте и исправном техническом состоянии.       Безопасное и аккуратное вождение.       Сохранение конфиденциальности и корректное поведение в семье.       Выполнение корпоративных поручений (доставка документов, встреча гостей, поездки в госорганы).       Развоз по утверждённому маршруту.       Контроль за техническим состоянием служебного автомобиля, своевременное прохождение ТО.       Требования:       Опыт работы семейным или персональным водителем — от 2–3 лет.       Отличное знание города и оптимальных маршрутов.       Наличие водительских прав категории  B .       Аккуратный стиль вождения,       Стрессоустойчивость, пунктуальность, ответственность.       Умение соблюдать субординацию и конфиденциальность.       Чистоплотность, опрятный внешний вид.       Готовность к графику  неделя через неделю .       Условия:       График:  7/0 и 5/2 неделя через неделю меняется график       Предоставляется автомобиль.       Дополнительно будет плюсом:       Опыт работы с детьми.       Знание основ технического обслуживания автомобиля.       Наличие рекомендаций от предыдущих работодателей.","Организаторские навыки, Навигационные системы, Ремонтные работы, Знание устройства автомобиля, Замена расходных материалов и жидкостей, Эксплуатация эвакуатора, Безопасное маневрирование, Эксплуатация спецтехники, Товарная накладная, Экспедирование, Эксплуатация автомобиля представительского класса, Правила дорожного движения, Пассажирские перевозки, Эксплуатация легкового автомобиля, Путевые листы, Ориентация по карте, Товарно-транспортная накладная","семейный-офисный водитель       сопровождение членов семьи по ежедневным маршрутам (детский сад/школа, кружки, медицинские учреждения, поездки по делам).       выполнение личных поручений (поездки в магазины, аптеки и др.).       поддержание автомобиля в чистоте и исправном техническом состоянии.       безопасное и аккуратное вождение.       сохранение конфиденциальности и корректное поведение в семье.       выполнение корпоративных поручений (доставка документов, встреча гостей, поездки в госорганы).       развоз по утверждённому маршруту.       контроль за техническим состоянием служебного автомобиля, своевременное прохождение то.       требования:       опыт работы семейным или персональным водителем — от 2–3 лет.       отличное знание города и оптимальных маршрутов.       наличие во",Более 6 лет,https://hh.ru/vacancy/128751863
128320568,Флорист,Астана,Муканов К.Н.,7500.0,10000.0,KZT,"Обязанности:     Прием цветов, раскладка, зачистка, сборка букетов, работа с клиентами, обработка заказов   Соблюдать чистоту в салоне     Требования:      с творческими навыками, аккуратную и порядочную, коммуникабельную, стрессоустойчивую     Условия:     График работы5/2   режим работы с 8:30 до 24:00   Выплата зп день в день","Сопровождение клиентов, Грамотная письменная речь, Работа с обращениями, Стрессоустойчивость, Быстрая сборка букетов, Работа с клиентами, Продажник","прием цветов, раскладка, зачистка, сборка букетов, работа с клиентами, обработка заказов   соблюдать чистоту в салоне     требования:      с творческими навыками, аккуратную и порядочную, коммуникабельную, стрессоустойчивую     условия:     график работы5/2   режим работы с 8:30 до 24:00   выплата зп день в день",Нет опыта,https://hh.ru/vacancy/128320568
128224610,Администратор,Караганда,Оспанов Т.Ө.,200000.0,400000.0,KZT,"Приглашаем администратора в нашу команду, с целью быть успеть быть успешным, улучшать свои навыки и знания.   наш коллектив - это большая семья, где ты найдёшь единомышленников и поддержку   почему круто работать у нас ?   дружная команда   находимся на ашимова   требуется администратор в элитный барбершоп   Владели казахским и русским языком   По графику договоримся   пишите пожалуйста на ватсап","Гарантийное обслуживание, Терпеливость, Навыки разрешения спорных ситуаций, Навыки улаживания конфликтов, Учет рабочего времени",,Нет опыта,https://hh.ru/vacancy/128224610
125151454,Педагог - воспитатель группы продленного дня для учеников начальных классов,Алматы,Childrens Club (Хабил Лейла Хожуковна),,,,"Обязанности:     Организация воспитательно-образовательного процесса для учеников начальной школы;   Забирать детей из близлежащих школ и сопровождать до учебного центра;   Помощь в выполнении домашних заданий;   Организация досуга детей в течение всего дня с учетом особенностей каждой возрастной группы, включая творческие занятия, познавательные и/или интеллектуальные игры и физическую активность и др.;     Требования:     Любовь к детям и к своей работе;   Знание и умение применять на практике основ педагогики, психологии, а также наличие организационных способностей;   Опыт работы в школах и/или детских центрах не менее 3 лет;   Высшее педагогическое образование;   Ответственность, пунктуальность, порядочность, доброжелательность.   Приветствуется знание казахского и английского языков;     Условия:     Испытательный срок 1 мес;   Заработная плата по результатам собеседования;   график работы детского центра 5 дней в неделю с понедельника по пятницу с 09:00 до 18:00;   рассматриваются разные варианты графиков работы: полный рабочий день или вторая половина дня.","Грамотная речь, Детская психология, Деловая коммуникация, Организация учебного процесса, Умение работать в коллективе, Способность обучать других","организация воспитательно-образовательного процесса для учеников начальной школы;   забирать детей из близлежащих школ и сопровождать до учебного центра;   помощь в выполнении домашних заданий;   организация досуга детей в течение всего дня с учетом особенностей каждой возрастной группы, включая творческие занятия, познавательные и/или интеллектуальные игры и физическую активность и др.;     требования:     любовь к детям и к своей работе;   знание и умение применять на практике основ педагогики, психологии, а также наличие организационных способностей;   опыт работы в школах и/или детских центрах не менее 3 лет;   высшее педагогическое образование;   ответственность, пунктуальность, порядочность, доброжелательность.   приветствуется знание казахского и английского языков;     условия",Более 6 лет,https://hh.ru/vacancy/125151454
127801178,Бухгалтер на первичную документацию,Актау,Жайық,300000.0,400000.0,KZT,"Требования : - Опыт работы с первичной бухгалтерской документацией от 1 года - Знание основ бухгалтерского учета - Уверенное пользование 1С, Excel - Внимательность, ответственность, организованность - Умение работать с большим объемом информации   Обязанности : - Прием, проверка и оформление первичных документов - Внесение данных в 1С - Контроль правильности оформления документов (счета, акты, накладные) - Ведение учета поступающих и выбывающих ТМЦ - Подготовка документов для бухгалтерской и налоговой отчетности   Условия : - Работа в офисе (график уточняется) - Своевременная оплата - Дружный коллектив","Первичная документация, Хранение документов, 1С: Бухгалтерия, Первичная бухгалтерская документация, 1С: Документооборот, Электронный документооборот, Архивирование документов, Бумажный документооборот, Бухгалтерская отчетность, Акты сверок, Акты сдачи-приемки, 1С: Торговля и склад, Учет остатков",": - прием, проверка и оформление первичных документов - внесение данных в 1с - контроль правильности оформления документов (счета, акты, накладные) - ведение учета поступающих и выбывающих тмц - подготовка документов для бухгалтерской и налоговой отчетности   условия : - работа в офисе (график уточняется) - своевременная оплата - дружный коллектив",От 1 года до 3 лет,https://hh.ru/vacancy/127801178
128027768,Менеджер по продажам,Актау,Еремин,350000.0,500000.0,KZT,"Обязанности:       Активные продажи товаров/услуг компании       Работа с входящими обращениями и поиск новых клиентов       Проведение переговоров, консультаций, презентаций       Ведение клиентской базы, оформление коммерческих предложений       Сопровождение клиента на всех этапах сделки       Выполнение плана продаж       Поддержание долгосрочных отношений с клиентами       Требования:       Опыт в продажах приветствуется, но не обязателен       Грамотная речь, уверенное общение       Умение убеждать и работать с возражениями       Ответственность, активность, ориентация на результат       Владение ПК на уровне пользователя       Условия:       График работы: обсуждается       Зарплата: оклад + бонусы/проценты от продаж       Обучение и поддержка на всех этапах       Возможность карьерного роста       Комфортный офис и дружный коллектив","опыт в продажах приветствуется, но не обязателен       грамотная речь, уверенное общение       умение убеждать и работать с возражениями       ответственность, активность, ориентация на результат       владение пк на уровне пользователя       условия:       график работы: обсуждается       зарплата: оклад + бонусы/проценты от продаж       обучение и поддержка на всех этапах       возможность карьерного роста       комфортный офис и дружный коллектив","активные продажи товаров/услуг компании       работа с входящими обращениями и поиск новых клиентов       проведение переговоров, консультаций, презентаций       ведение клиентской базы, оформление коммерческих предложений       сопровождение клиента на всех этапах сделки       выполнение плана продаж       поддержание долгосрочных отношений с клиентами       требования:       опыт в продажах приветствуется, но не обязателен       грамотная речь, уверенное общение       умение убеждать и работать с возражениями       ответственность, активность, ориентация на результат       владение пк на уровне пользователя       условия:       график работы: обсуждается       зарплата: оклад + бонусы/проценты от продаж       обучение и поддержка на всех этапах       возможность карьерного роста",Нет опыта,https://hh.ru/vacancy/128027768
128228528,Флорист / Помощник флориста,Алматы,Great,100000.0,300000.0,KZT,"Обязанности:   Любить цветы! Любить своё дело!     Улыбка и хорошее настроение!   Ведение порядка и прием товара.   Оформление.   Проведение реализации.   Работа с клиентами.     Требования:     Нам нужен активный, целеустремленный , весёлый сотрудник готовый обучаться новому и экспериментировать.   Обязательное место расположение в Бостандыкском районе     Условия:     Сменный график.","Телефонные переговоры, Активные продажи, Навыки презентации, Навыки переговоров, Ориентация на клиента, Проведение презентаций, Сопровождение клиентов, Прямые продажи, Консультирование клиентов, Флористика","любить цветы! любить своё дело!     улыбка и хорошее настроение!   ведение порядка и прием товара.   оформление.   проведение реализации.   работа с клиентами.     требования:     нам нужен активный, целеустремленный , весёлый сотрудник готовый обучаться новому и экспериментировать.   обязательное место расположение в бостандыкском районе     условия:     сменный график.",Нет опыта,https://hh.ru/vacancy/128228528
