,name,company
17408,Лаборант на производство,Каз Мед Пром
17409,Офис-менеджер,Аст-Юг Холдинг
17410,Системный администратор,ЭкоФарм Интернейшнл
17411,Оператор станков с ЧПУ,Казтехникас
17413,Юрист,АШК
17414,Охранник,Shergala Security
17415,Менеджер по продажам (сату маманы-қазақ тілі cool-centr),Beauty Style
17416,Водитель грузового автомобиля,ОҢТҮСТІК-ГАЗ
17417,Оператор склада,Filuet Kazakhstan
17418,Главный бухгалтер,ASTANA VISION SHYMKENT
17419,"Продавец-кассир в сеть кондитерских ""Тәп-Тәтті""",TT BAKERY
17420,Помощница/помощник бухгалтера,LM production
17421,Бизнес-ассистент (Бизнес-аналитик),"EUROPHARMA, ТМ (ТОО AK NIET GROUP)"
17422,Лаборант-микробиолог,PHYTO-APIPHARM
17423,Администратор,Харитонов А.А.
17424,Продавец-консультант,МУКАШЕВ
17425,Штатный Смм менеджер,Кудинов (Мастер лес)
17426,Заместитель генерального директора,InnGress
17427,"Продавец-консультант, г. Шымкент",SHOQAN
17428,Видеомонтажер,Академия Resonance Music
17429,Графический дизайнер,КЕРЕМЕТ
17431,Юрист,Integra Construction KZ
17432,Бухгалтер-калькулятор,Pioner Tourism Group
17434,Администратор ресторана,Кураметов
17436,Бариста в кофейню TARY Кайнар,Sandyq World
17437,Офис-менеджер,Шымкентмай
17438,Технолог по производству питьевой воды,Kazglobalsolution
17439,Бухгалтер,First Сoncrete Company
17440,Менеджер по обучению и развитию персонала,SAB TRADE
17441,Ведущий бухгалтер,Рахат-Шымкент
17442,Сервисный инженер,Neo Service
17443,Инженер по охране труда и технике безопасности,Казахстанская Промышленная строительная компания
17445,Администратор ресепшен,Eco-FOOD
17446,Переводчик английского языка,Стандарт Цемент
17447,Специалист по подбору персонала,Santo member of Polpharma Group
17448,Торговый представитель,Grand Distribution
17450,"Сборщик заказов (Жидельбайсына 92, ""Бекжан"")",Magnum E-commerce Kazakhstan
17451,Офис-менеджер,ANN GLOBAL
17452,Сварщик,Казснаб-тасс
17453,Бухгалтер,Жана Айгерим
